1	162	9999999.96
1	47	64000000.0
1	58	47999999.93
1	255	35187054.15
1	256	64000000.0
1	303	9458309.21
1	304	62660614.3
1	312	64000000.0
1	360	64000000.0
1	407	64000000.0
1	408	64000000.0
1	423	64000000.0
1	469	64000000.0
1	483	64000000.0
1	516	64000000.0
1	603	64000000.0
1	611	64000000.0
1	612	64000000.0
1	658	64000000.0
1	659	64000000.0
1	660	64000000.0
1	662	64000000.0
1	663	64000000.0
1	664	64000000.0
1	665	64000000.0
1	666	64000000.0
1	669	64000000.0
1	711	64000000.0
1	712	64000000.0
1	713	64000000.0
1	714	64000000.0
1	715	64000000.0
1	716	64000000.0
1	717	64000000.0
1	718	64000000.0
1	760	64000000.0
1	762	64000000.0
1	763	64000000.0
1	764	64000000.0
1	765	64000000.0
1	766	64000000.0
1	805	64000000.0
1	811	64000000.0
1	812	64000000.0
1	813	64000000.0
1	814	64000000.0
1	815	64000000.0
1	863	64000000.0
1	864	64000000.0
1	865	64000000.0
1	866	64000000.0
1	913	64000000.0
1	914	64000000.0
1	915	64000000.0
1	964	64000000.0
1	1061	64000000.0
1	1062	64000000.0
1	1088	5999999.97
1	1268	64000000.0
1	1329	8999999.99
2	3	13999999.97
3	33	999999.99
3	103	1999999.99
3	1	39999999.91
3	48	64000000.0
3	64	22999999.99
3	130	64000000.0
3	191	64000000.0
3	192	64000000.0
3	237	64000000.0
3	306	64000000.0
3	307	64000000.0
3	308	64000000.0
3	315	64000000.0
3	378	64000000.0
3	399	11000000.06
3	409	64000000.0
3	558	64000000.0
3	607	64000000.0
3	670	64000000.0
3	672	64000000.0
3	787	64000000.0
3	828	64000000.0
3	834	64000000.0
3	928	64000000.0
3	1018	64000000.0
3	1019	64000000.0
3	1220	1999999.99
3	1232	64000000.0
3	1303	64000000.0
3	1310	64000000.0
3	1364	5000000.0
3	1365	43999999.99
3	1366	64000000.0
3	1397	43999999.99
3	1424	23000000.0
3	1447	9999999.99
3	1468	12999999.99
3	1526	50999999.99
4	7	13999999.98
4	8	32999999.88
4	10	64000000.0
4	11	64000000.0
4	13	60999999.98
4	23	64000000.0
4	28	64000000.0
4	29	55999999.98
4	49	64000000.0
4	51	64000000.0
4	53	64000000.0
4	56	64000000.0
4	57	64000000.0
4	60	48999999.91
4	66	58999999.97
4	68	64000000.0
4	84	64000000.0
4	86	64000000.0
4	88	64000000.0
4	89	64000000.0
4	91	64000000.0
4	104	53999999.98
4	105	64000000.0
4	106	64000000.0
4	107	64000000.0
4	131	64000000.0
4	136	64000000.0
4	137	64000000.0
4	140	64000000.0
4	148	64000000.0
4	149	64000000.0
4	150	64000000.0
4	173	64000000.0
4	176	64000000.0
4	193	64000000.0
4	194	64000000.0
4	200	64000000.0
4	221	64000000.0
4	240	64000000.0
4	246	64000000.0
4	247	64000000.0
4	259	64000000.0
4	268	64000000.0
4	271	64000000.0
4	272	64000000.0
4	288	64000000.0
4	289	64000000.0
4	291	64000000.0
4	292	64000000.0
4	293	64000000.0
4	294	64000000.0
4	295	64000000.0
4	321	64000000.0
4	324	64000000.0
4	332	64000000.0
4	333	64000000.0
4	334	64000000.0
4	337	64000000.0
4	338	64000000.0
4	339	64000000.0
4	340	64000000.0
4	341	64000000.0
4	342	64000000.0
4	343	64000000.0
4	344	64000000.0
4	351	29639139.84
4	363	64000000.0
4	372	64000000.0
4	387	64000000.0
4	388	64000000.0
4	389	64000000.0
4	390	64000000.0
4	391	64000000.0
4	392	64000000.0
4	400	56000000.1
4	401	64000000.0
4	404	64000000.0
4	419	64000000.0
4	420	64000000.0
4	435	64000000.0
4	436	64000000.0
4	437	64000000.0
4	438	64000000.0
4	439	64000000.0
4	440	64000000.0
4	441	64000000.0
4	448	23999999.93
4	449	64000000.0
4	462	64000000.0
4	463	64000000.0
4	476	64000000.0
4	480	64000000.0
4	484	64000000.0
4	485	64000000.0
4	486	64000000.0
4	487	64000000.0
4	488	64000000.0
4	490	64000000.0
4	496	23999999.92
4	507	64000000.0
4	509	64000000.0
4	510	64000000.0
4	515	64000000.0
4	523	64000000.0
4	524	64000000.0
4	525	64000000.0
4	529	64000000.0
4	530	64000000.0
4	531	64000000.0
4	532	64000000.0
4	533	64000000.0
4	534	64000000.0
4	535	64000000.0
4	537	64000000.0
4	538	64000000.0
4	546	64000000.0
4	571	64000000.0
4	572	64000000.0
4	573	64000000.0
4	577	64000000.0
4	578	64000000.0
4	581	64000000.0
4	582	64000000.0
4	583	64000000.0
4	585	64000000.0
4	586	64000000.0
